id;domain;priority;method;control;scenario;evidence;acceptance;initial_state;source;required_run;result;owner;executed_at;evidence_path;notes;bug_or_commit
FOR-015;6. Formações e estilos;P1;AUTO+VIS;3-1-4-2: estrutura-base;Iniciar partida neutra com atletas de laboratório e observar posse, defesa e reinícios.;mapas médios de posição + vídeo;Onze atletas ocupam funções distintas, sem amontoamento sistemático ou posição fora do campo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-015/;;
FOR-016;6. Formações e estilos;P0;AUTO;3-1-4-2: transições e equilíbrio;Executar mandos espelhados e duas seeds contra todas as demais formações.;PPG, saldo, ameaças e transições;"Nenhuma dominância fora dos limites; transições preservam cobertura compatível com o desenho.";BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-016/;;
FOR-017;6. Formações e estilos;P1;AUTO+VIS;4-4-2: estrutura-base;Iniciar partida neutra com atletas de laboratório e observar posse, defesa e reinícios.;mapas médios de posição + vídeo;Onze atletas ocupam funções distintas, sem amontoamento sistemático ou posição fora do campo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-017/;;
FOR-018;6. Formações e estilos;P0;AUTO;4-4-2: transições e equilíbrio;Executar mandos espelhados e duas seeds contra todas as demais formações.;PPG, saldo, ameaças e transições;"Nenhuma dominância fora dos limites; transições preservam cobertura compatível com o desenho.";BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-018/;;
FOR-019;6. Formações e estilos;P1;AUTO+VIS;4-1-4-1: estrutura-base;Iniciar partida neutra com atletas de laboratório e observar posse, defesa e reinícios.;mapas médios de posição + vídeo;Onze atletas ocupam funções distintas, sem amontoamento sistemático ou posição fora do campo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-019/;;
FOR-020;6. Formações e estilos;P0;AUTO;4-1-4-1: transições e equilíbrio;Executar mandos espelhados e duas seeds contra todas as demais formações.;PPG, saldo, ameaças e transições;"Nenhuma dominância fora dos limites; transições preservam cobertura compatível com o desenho.";BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-020/;;
FOR-021;6. Formações e estilos;P1;AUTO+VIS;4-3-1-2: estrutura-base;Iniciar partida neutra com atletas de laboratório e observar posse, defesa e reinícios.;mapas médios de posição + vídeo;Onze atletas ocupam funções distintas, sem amontoamento sistemático ou posição fora do campo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-021/;;
FOR-022;6. Formações e estilos;P0;AUTO;4-3-1-2: transições e equilíbrio;Executar mandos espelhados e duas seeds contra todas as demais formações.;PPG, saldo, ameaças e transições;"Nenhuma dominância fora dos limites; transições preservam cobertura compatível com o desenho.";BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-022/;;
FOR-023;6. Formações e estilos;P1;AUTO+VIS;4-2-2-2: estrutura-base;Iniciar partida neutra com atletas de laboratório e observar posse, defesa e reinícios.;mapas médios de posição + vídeo;Onze atletas ocupam funções distintas, sem amontoamento sistemático ou posição fora do campo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-023/;;
FOR-024;6. Formações e estilos;P0;AUTO;4-2-2-2: transições e equilíbrio;Executar mandos espelhados e duas seeds contra todas as demais formações.;PPG, saldo, ameaças e transições;"Nenhuma dominância fora dos limites; transições preservam cobertura compatível com o desenho.";BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-024/;;
FOR-025;6. Formações e estilos;P1;AUTO+VIS;5-3-2: estrutura-base;Iniciar partida neutra com atletas de laboratório e observar posse, defesa e reinícios.;mapas médios de posição + vídeo;Onze atletas ocupam funções distintas, sem amontoamento sistemático ou posição fora do campo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-025/;;
FOR-026;6. Formações e estilos;P0;AUTO;5-3-2: transições e equilíbrio;Executar mandos espelhados e duas seeds contra todas as demais formações.;PPG, saldo, ameaças e transições;"Nenhuma dominância fora dos limites; transições preservam cobertura compatível com o desenho.";BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-026/;;
FOR-027;6. Formações e estilos;P1;AUTO+VIS;4-3-2-1: estrutura-base;Iniciar partida neutra com atletas de laboratório e observar posse, defesa e reinícios.;mapas médios de posição + vídeo;Onze atletas ocupam funções distintas, sem amontoamento sistemático ou posição fora do campo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-027/;;
FOR-028;6. Formações e estilos;P0;AUTO;4-3-2-1: transições e equilíbrio;Executar mandos espelhados e duas seeds contra todas as demais formações.;PPG, saldo, ameaças e transições;"Nenhuma dominância fora dos limites; transições preservam cobertura compatível com o desenho.";BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-028/;;
FOR-029;6. Formações e estilos;P1;AUTO+VIS;4-2-3-1: estrutura-base;Iniciar partida neutra com atletas de laboratório e observar posse, defesa e reinícios.;mapas médios de posição + vídeo;Onze atletas ocupam funções distintas, sem amontoamento sistemático ou posição fora do campo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-029/;;
FOR-030;6. Formações e estilos;P0;AUTO;4-2-3-1: transições e equilíbrio;Executar mandos espelhados e duas seeds contra todas as demais formações.;PPG, saldo, ameaças e transições;"Nenhuma dominância fora dos limites; transições preservam cobertura compatível com o desenho.";BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-030/;;
FOR-031;6. Formações e estilos;P1;AUTO+VIS;3-4-2-1: estrutura-base;Iniciar partida neutra com atletas de laboratório e observar posse, defesa e reinícios.;mapas médios de posição + vídeo;Onze atletas ocupam funções distintas, sem amontoamento sistemático ou posição fora do campo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-031/;;
FOR-032;6. Formações e estilos;P0;AUTO;3-4-2-1: transições e equilíbrio;Executar mandos espelhados e duas seeds contra todas as demais formações.;PPG, saldo, ameaças e transições;"Nenhuma dominância fora dos limites; transições preservam cobertura compatível com o desenho.";BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-032/;;
FOR-033;6. Formações e estilos;P0;AUTO+VIS;5-4-1: estrutura-base;Iniciar partida neutra com atletas de laboratório e observar posse, defesa e reinícios.;mapas médios de posição + vídeo;Onze atletas ocupam funções distintas, sem amontoamento sistemático ou posição fora do campo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-033/;;
FOR-034;6. Formações e estilos;P0;AUTO;5-4-1: transições e equilíbrio;Executar mandos espelhados e duas seeds contra todas as demais formações.;PPG, saldo, ameaças e transições;"Nenhuma dominância fora dos limites; transições preservam cobertura compatível com o desenho.";BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-034/;;
FOR-035;6. Formações e estilos;P1;AUTO+PAINEL;Equilibrado: identidade observável;"Comparar 28 aparições neutras e clipes cegos; identidade esperada: alternância razoável entre circulação, pressão e proteção.";métricas por zona + avaliação humana;Métricas e observação distinguem o estilo sem regra direta de placar.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-035/;;
FOR-036;6. Formações e estilos;P0;AUTO;Equilibrado: ausência de dominância;Executar todos contra todos com 4-3-3 neutro.;PPG, saldo, chutes, passes e corners;Faixa de PPG <=0,75 e saldo absoluto <=0,65 gol/jogo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-036/;;
FOR-037;6. Formações e estilos;P1;AUTO+PAINEL;Pressão: identidade observável;"Comparar 28 aparições neutras e clipes cegos; identidade esperada: maior pressão no campo rival com cobertura.";métricas por zona + avaliação humana;Métricas e observação distinguem o estilo sem regra direta de placar.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-037/;;
FOR-038;6. Formações e estilos;P0;AUTO;Pressão: ausência de dominância;Executar todos contra todos com 4-3-3 neutro.;PPG, saldo, chutes, passes e corners;Faixa de PPG <=0,75 e saldo absoluto <=0,65 gol/jogo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-038/;;
FOR-039;6. Formações e estilos;P1;AUTO+PAINEL;Direto: identidade observável;"Comparar 28 aparições neutras e clipes cegos; identidade esperada: menos circulação curta e mais jogo vertical.";métricas por zona + avaliação humana;Métricas e observação distinguem o estilo sem regra direta de placar.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-039/;;
FOR-040;6. Formações e estilos;P0;AUTO;Direto: ausência de dominância;Executar todos contra todos com 4-3-3 neutro.;PPG, saldo, chutes, passes e corners;Faixa de PPG <=0,75 e saldo absoluto <=0,65 gol/jogo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-040/;;
FOR-041;6. Formações e estilos;P1;AUTO+PAINEL;Contra-ataque: identidade observável;"Comparar 28 aparições neutras e clipes cegos; identidade esperada: bloco preparado para acelerar após recuperação.";métricas por zona + avaliação humana;Métricas e observação distinguem o estilo sem regra direta de placar.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-041/;;
FOR-042;6. Formações e estilos;P0;AUTO;Contra-ataque: ausência de dominância;Executar todos contra todos com 4-3-3 neutro.;PPG, saldo, chutes, passes e corners;Faixa de PPG <=0,75 e saldo absoluto <=0,65 gol/jogo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-042/;;
FOR-043;6. Formações e estilos;P1;AUTO+PAINEL;Bloco baixo: identidade observável;"Comparar 28 aparições neutras e clipes cegos; identidade esperada: menor volume ofensivo e proteção territorial.";métricas por zona + avaliação humana;Métricas e observação distinguem o estilo sem regra direta de placar.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-043/;;
FOR-044;6. Formações e estilos;P0;AUTO;Bloco baixo: ausência de dominância;Executar todos contra todos com 4-3-3 neutro.;PPG, saldo, chutes, passes e corners;Faixa de PPG <=0,75 e saldo absoluto <=0,65 gol/jogo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-044/;;
FOR-045;6. Formações e estilos;P1;AUTO+PAINEL;Alas: identidade observável;"Comparar 28 aparições neutras e clipes cegos; identidade esperada: uso de amplitude e ultrapassagens.";métricas por zona + avaliação humana;Métricas e observação distinguem o estilo sem regra direta de placar.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-045/;;
FOR-046;6. Formações e estilos;P0;AUTO;Alas: ausência de dominância;Executar todos contra todos com 4-3-3 neutro.;PPG, saldo, chutes, passes e corners;Faixa de PPG <=0,75 e saldo absoluto <=0,65 gol/jogo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-046/;;
FOR-047;6. Formações e estilos;P1;AUTO+PAINEL;Tiki: identidade observável;"Comparar 28 aparições neutras e clipes cegos; identidade esperada: circulação curta, apoios e paciência.";métricas por zona + avaliação humana;Métricas e observação distinguem o estilo sem regra direta de placar.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-047/;;
FOR-048;6. Formações e estilos;P0;AUTO;Tiki: ausência de dominância;Executar todos contra todos com 4-3-3 neutro.;PPG, saldo, chutes, passes e corners;Faixa de PPG <=0,75 e saldo absoluto <=0,65 gol/jogo.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-048/;;
FOR-049;6. Formações e estilos;P1;AUTO;Formação não substitui estilo;Comparar mesma formação com sete estilos.;matriz formação x estilo;Mudanças de estilo alteram comportamento sem invalidar estrutura-base.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-049/;;
FOR-050;6. Formações e estilos;P1;AUTO;Estilo não ignora formação;Comparar mesmo estilo nas 17 formações.;mapas médios;Identidade do estilo permanece, mas ocupação respeita o desenho.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-050/;;
FOR-051;6. Formações e estilos;P0;AUTO+VIS;4-2-4 ofensivo tem risco real;Usar mentalidade ofensiva contra bloco organizado.;presença ofensiva e transições sofridas;Cria sobrecarga, mas expõe espaços e não vira formação dominante.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-051/;;
FOR-052;6. Formações e estilos;P1;AUTO;5-4-1 não vira posse dominante;Usar bloco baixo e equilibrado.;posse territorial, passes e chutes;Produz menor volume contínuo e contra-ataques reconhecíveis.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-052/;;
FOR-053;6. Formações e estilos;P1;AUTO+VIS;Três zagueiros preservam largura;Testar 3-4-3, 3-5-2, 3-1-4-2 e 3-4-2-1.;mapas de alas/zagueiros;Alas oferecem largura e zagueiros cobrem corredor sem formar bloco amorfo.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-053/;;
FOR-054;6. Formações e estilos;P1;AUTO+VIS;Dois atacantes coordenam alturas;Testar formações com dupla de ataque.;distância e corridas da dupla;Atacantes alternam apoio/profundidade e não ocupam o mesmo ponto.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-054/;;
FOR-055;6. Formações e estilos;P0;DIR;Formação estreita protege largura;Testar 4-1-2-1-2 e 4-3-1-2 contra alas.;ajustes laterais e cobertura;Laterais/volantes compensam sem abrir corredor central completamente.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/6_Forma_es_e_estilos/FOR-055/;;
REG-001;7. Regras e goleiros;P0;DIR;Impedimento no instante do passe;Atacante cruza a linha antes e depois do passe.;frame do passe + penúltimo defensor;Decisão usa instante real do passe e parte válida do corpo definida.;BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/7_Regras_e_goleiros/REG-001/;;
REG-002;7. Regras e goleiros;P0;DIR;Atacante em posição legal por defensor atrasado;Um lateral mantém condição.;frame da linha;"Jogada segue; IA não usa linha média abstrata.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/7_Regras_e_goleiros/REG-002/;;
REG-003;7. Regras e goleiros;P0;DIR;Retorno de posição irregular;Atacante volta para receber.;posição no passe e toque;Impedimento marcado se participa após estar irregular.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/7_Regras_e_goleiros/REG-003/;;
REG-004;7. Regras e goleiros;P1;DIR;Jogador passivo em impedimento;Atacante irregular não interfere.;trajetória e participantes;Jogada segue conforme regra adotada.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/7_Regras_e_goleiros/REG-004/;;
REG-005;7. Regras e goleiros;P1;DIR;Impedimento em rebote do goleiro;Chute defendido volta a atacante irregular.;sequência de contatos;Decisão coerente com a regra implementada e documentada.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/7_Regras_e_goleiros/REG-005/;;
REG-006;7. Regras e goleiros;P0;AUTO;Frequência orgânica de impedimentos;Amostra diversa de 200 jogos.;média por partida;"Entre 0,5 e 4 impedimentos/jogo; referência R13 0,805.";BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/7_Regras_e_goleiros/REG-006/;;
REG-007;7. Regras e goleiros;P1;AUTO+VIS;Armadilha de impedimento contextual;Passador pressionado e linha compacta.;tentativas e resultados;"Tentativas surgem das condições; referência próxima de 3/jogo sem taxa absurda.";BASELINE R13.0;AUDITORIA 650;True;PENDENTE;;;evidence/7_Regras_e_goleiros/REG-007/;;
REG-008;7. Regras e goleiros;P0;DIR;Falta por contato real;Bote alcança corpo/perna antes da bola.;ponto e ordem de contatos;"Falta nasce do contato; sem apito por proximidade abstrata.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/7_Regras_e_goleiros/REG-008/;;
REG-009;7. Regras e goleiros;P0;DIR;Desarme limpo;Defensor toca a bola primeiro.;ordem dos contatos;"Jogo segue ou bola sai; falta não é marcada automaticamente.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/7_Regras_e_goleiros/REG-009/;;
REG-010;7. Regras e goleiros;P1;DIR;Vantagem;Falta ocorre mas ataque mantém oportunidade clara.;timeline de vantagem;Árbitro deixa seguir e volta à falta somente conforme regra definida.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/7_Regras_e_goleiros/REG-010/;;
REG-011;7. Regras e goleiros;P1;DIR;Fim da vantagem;Ataque perde benefício rapidamente.;tempo e reinício;Jogo retorna à falta uma vez, sem duplicar evento.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/7_Regras_e_goleiros/REG-011/;;
REG-012;7. Regras e goleiros;P1;AUTO;Cartão amarelo proporcional;Falta tática, dura e reincidente.;tipo de falta e sanção;"Sanção responde à gravidade/contexto; não é aleatória pura.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/7_Regras_e_goleiros/REG-012/;;
REG-013;7. Regras e goleiros;P0;DIR;Cartão vermelho direto;Entrada grave ou impedir gol.;evento disciplinar;Jogador expulso, equipe fica com dez e IA reorganiza.;PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/7_Regras_e_goleiros/REG-013/;;
REG-014;7. Regras e goleiros;P0;DIR;Segundo amarelo;Jogador já advertido comete nova falta.;histórico do atleta;"Mostra segundo amarelo e vermelho uma vez; remove atleta.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/7_Regras_e_goleiros/REG-014/;;
REG-015;7. Regras e goleiros;P0;DIR;Pênalti pela localização;Falta ocorre dentro/fora da área.;coordenada do contato;"Dentro gera pênalti; fora gera falta no ponto correto.";PENDENTE 2.5D;AUDITORIA 650;True;PENDENTE;;;evidence/7_Regras_e_goleiros/REG-015/;;
